Period,Data_value,STATUS,UNITS,Subject,Group,Series_title_1,Series_title_2
2018.03,1.9,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Other Services
2019.03,0.2,PROVISIONAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Other Services
1978.03,1000,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1979.03,992,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1980.03,1001,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1981.03,984,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1982.03,1014,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1983.03,1073,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1984.03,1103,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1985.03,1171,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1986.03,1204,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1987.03,1200,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1988.03,1167,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1989.03,1130,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1990.03,1126,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1991.03,1101,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1992.03,1057,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1993.03,1059,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1994.03,1101,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1995.03,1161,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1996.03,1203,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1997.03,1220,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1998.03,1204,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1999.03,1186,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2000.03,1202,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2001.03,1218,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2002.03,1246,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2003.03,1290,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2004.03,1331,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2005.03,1388,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2006.03,1427,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2007.03,1446,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2008.03,1475,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2009.03,1470,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2010.03,1395,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2011.03,1389,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2012.03,1395,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2013.03,1420,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2014.03,1455,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2015.03,1504,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2016.03,1538,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2017.03,1582,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2018.03,1619,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2019.03,1666,PROVISIONAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1979.03,-0.8,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1980.03,0.9,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1981.03,-1.7,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1982.03,3,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1983.03,5.8,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1984.03,2.7,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1985.03,6.2,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1986.03,2.8,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1987.03,-0.3,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1988.03,-2.8,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1989.03,-3.1,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1990.03,-0.4,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1991.03,-2.2,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1992.03,-3.9,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1993.03,0.2,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1994.03,3.9,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1995.03,5.5,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1996.03,3.6,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1997.03,1.4,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1998.03,-1.3,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1999.03,-1.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2000.03,1.3,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2001.03,1.3,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2002.03,2.3,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2003.03,3.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2004.03,3.2,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2005.03,4.3,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2006.03,2.8,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2007.03,1.3,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2008.03,2,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2009.03,-0.4,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2010.03,-5.1,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2011.03,-0.5,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2012.03,0.4,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2013.03,1.8,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2014.03,2.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2015.03,3.3,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2016.03,2.2,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2017.03,2.8,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2018.03,2.4,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
2019.03,2.9,PROVISIONAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Goods producing industries
1978.03,1000,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1979.03,1002,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1980.03,1012,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1981.03,1016,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1982.03,1040,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1983.03,1066,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1984.03,1077,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1985.03,1088,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1986.03,1089,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1987.03,1094,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1988.03,1059,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1989.03,1052,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1990.03,1041,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1991.03,1028,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1992.03,1038,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1993.03,1031,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1994.03,1048,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1995.03,1077,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1996.03,1082,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1997.03,1065,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1998.03,1039,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1999.03,1035,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2000.03,1075,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2001.03,1098,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2002.03,1112,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2003.03,1117,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2004.03,1120,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2005.03,1105,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2006.03,1100,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2007.03,1118,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2008.03,1159,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2009.03,1192,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2010.03,1200,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2011.03,1209,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2012.03,1217,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2013.03,1230,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2014.03,1256,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2015.03,1277,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2016.03,1275,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2017.03,1268,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2018.03,1276,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2019.03,1259,PROVISIONAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1979.03,0.2,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1980.03,1,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1981.03,0.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1982.03,2.3,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1983.03,2.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1984.03,1,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1985.03,1,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1986.03,0.1,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1987.03,0.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1988.03,-3.2,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1989.03,-0.7,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1990.03,-1,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1991.03,-1.2,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1992.03,0.9,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1993.03,-0.7,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1994.03,1.7,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1995.03,2.7,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1996.03,0.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1997.03,-1.6,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1998.03,-2.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1999.03,-0.4,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2000.03,3.9,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2001.03,2.1,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2002.03,1.3,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2003.03,0.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2004.03,0.3,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2005.03,-1.3,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2006.03,-0.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2007.03,1.6,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2008.03,3.7,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2009.03,2.8,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2010.03,0.7,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2011.03,0.7,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2012.03,0.7,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2013.03,1,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2014.03,2.2,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2015.03,1.7,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2016.03,-0.2,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2017.03,-0.6,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2018.03,0.6,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
2019.03,-1.3,PROVISIONAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Primary industries
1978.03,1000,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1979.03,1003,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1980.03,1021,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1981.03,1022,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1982.03,1047,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1983.03,1065,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1984.03,1100,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1985.03,1165,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1986.03,1243,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1987.03,1286,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1988.03,1314,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1989.03,1321,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1990.03,1333,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1991.03,1333,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1992.03,1315,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1993.03,1326,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1994.03,1347,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1995.03,1409,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1996.03,1483,FINAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1997.03,1550,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1998.03,1593,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1999.03,1616,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
2000.03,1648,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
2001.03,1699,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
2002.03,1755,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
2003.03,1813,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
2004.03,1895,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
2005.03,1960,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
2006.03,2027,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
2007.03,2086,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
2008.03,2146,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
2009.03,2170,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
2010.03,2141,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
2011.03,2168,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
2012.03,2203,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
2013.03,2240,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
2014.03,2291,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
2015.03,2351,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
2016.03,2413,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
2017.03,2507,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
2018.03,2600,REVISED,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
2019.03,2704,PROVISIONAL,Index,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1979.03,0.3,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1980.03,1.7,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1981.03,0.1,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1982.03,2.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1983.03,1.7,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1984.03,3.2,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1985.03,6,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1986.03,6.6,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1987.03,3.5,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1988.03,2.1,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1989.03,0.6,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1990.03,0.9,FINAL,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
1991.03,0,REVISED,Percent,Productivity Statistics - PRD,Productivity Input Series - Industry Level (ANZSIC06),Total,Service industries
